,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
54,55,5/15/2015,Mad Max: Fury Road,150000000,153636354,370651733,Warner Bros.,R,Action,George Miller,"George Miller, Brendan McCarthy, Nick Lathouris","Tom Hardy, Charlize Theron, Nicholas Hoult",120 min,"English, Russian",Australia,Won 6 Oscars. 245 wins & 233 nominations total,https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,90,8.1,"1,050,552","$154,280,290 "
55,56,8/10/2018,The Meg,150000000,142700791,527100791,Warner Bros.,PG-13,Action,Jon Turteltaub,"Dean Georgaris, Jon Hoeber, Erich Hoeber","Jason Statham, Bingbing Li, Rainn Wilson",113 min,"English, Mandarin, Thai, Japanese","United States, China",5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTAxMGRmODYtM2NkYS00ZGRlLWE1MWItYjI1MzIwNjQwN2RiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,46,5.6,"198,252","$145,522,784 "
56,57,11/5/2003,The Matrix Revolutions,150000000,139270910,427300260,Warner Bros.,R,Action,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",129 min,"English, French","United States, Australia",5 wins & 36 nominations,https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,47,6.7,"533,044","$139,313,948 "
57,58,3/29/2018,Ready Player One,150000000,137018455,578621729,Warner Bros.,PG-13,Adventure,Steven Spielberg,"Zak Penn, Ernest Cline","Tye Sheridan, Olivia Cooke, Ben Mendelsohn",140 min,English,"United States, India",Nominated for 1 Oscar. 10 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,64,7.4,"466,505","$137,715,350 "
58,59,5/5/2006,Mission: Impossible III,150000000,133501348,397501348,Paramount Pictures,PG-13,Action,J.J. Abrams,"Alex Kurtzman, Roberto Orci, J.J. Abrams","Tom Cruise, Michelle Monaghan, Ving Rhames",126 min,"English, Italian, Mandarin, Cantonese, German, Czech","United States, Germany, China, Italy",7 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,66,6.9,"381,325","$134,029,801 "
59,60,5/14/2004,Troy,150000000,133298577,484161265,Warner Bros.,R,Action,Wolfgang Petersen,"Homer, David Benioff","Brad Pitt, Eric Bana, Orlando Bloom",163 min,English,"United States, Malta, United Kingdom",Nominated for 1 Oscar. 5 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,56,7.3,"556,898","$133,378,256 "
60,61,7/1/2010,The Last Airbender,150000000,131772187,319713881,Paramount Pictures,PG,Adventure,M. Night Shyamalan,M. Night Shyamalan,"Noah Ringer, Nicola Peltz Beckham, Jackson Rathbone",103 min,English,United States,8 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_SX300.jpg,20,4,"169,083","$131,772,187 "
61,62,11/2/2007,Bee Movie,150000000,126631277,287594577,Paramount Pictures,PG,Adventure,"Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten, Barry Marder","Jerry Seinfeld, Renée Zellweger, Matthew Broderick",91 min,English,"United States, Canada",1 win & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,54,6.1,"174,834","$126,631,277 "
62,63,7/24/2009,G-Force,150000000,119436770,292817841,Walt Disney,PG,Adventure,Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley, Hoyt Yeatman","Will Arnett, Penélope Cruz, Zach Galifianakis",88 min,"English, Spanish",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTM4NTY3MzY2MV5BMl5BanBnXkFtZTcwMDQ1NTM2Mg@@._V1_SX300.jpg,41,5.1,"48,971","$119,436,770 "
63,64,11/21/2008,Bolt,150000000,114053579,328015029,Walt Disney,PG,Adventure,"Byron Howard, Chris Williams","Dan Fogelman, Chris Williams","John Travolta, Miley Cyrus, Susie Essman",96 min,English,"United States, Japan",Nominated for 1 Oscar. 1 win & 32 nominations total,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg,67,6.8,"223,267","$114,053,579 "
64,65,3/30/2012,Wrath of the Titans,150000000,83670083,305270083,Warner Bros.,PG-13,Adventure,Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti","Sam Worthington, Liam Neeson, Rosamund Pike",99 min,English,"United States, Spain",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,37,5.7,"193,430","$83,670,083 "
65,66,11/16/2007,Beowulf,150000000,82280579,195080579,Paramount Pictures,PG-13,Adventure,Robert Zemeckis,"Neil Gaiman, Roger Avary, Anonymous","Ray Winstone, Crispin Glover, Angelina Jolie",115 min,"English, Old English","United States, United Kingdom",3 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_SX300.jpg,59,6.3,"171,927","$82,280,579 "
66,67,2/12/2010,The Wolfman,150000000,62189884,142634358,Universal,R,Horror,Joe Johnston,"Andrew Kevin Walker, David Self, Curt Siodmak","Benicio Del Toro, Anthony Hopkins, Emily Blunt",103 min,"English, Romany, Romanian, Ukrainian",United States,Won 1 Oscar. 4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZGE4MmU2YzQtY2VkNy00ZTQ0LTkyNTctMjMwNDQ1ODE3NTZiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,43,5.8,"109,474","$61,979,680 "
67,68,2/17/2017,The Great Wall,150000000,45157105,334550106,Universal,PG-13,Action,Yimou Zhang,"Carlo Bernard, Doug Miro, Tony Gilroy","Matt Damon, Tian Jing, Willem Dafoe",103 min,"English, Mandarin, Spanish","United States, China, Hong Kong, Australia, Canada",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_SX300.jpg,42,5.9,"142,977","$45,540,830 "
68,69,10/9/2015,Pan,150000000,35088320,151543635,Warner Bros.,PG,Adventure,Joe Wright,"Jason Fuchs, J.M. Barrie","Levi Miller, Hugh Jackman, Garrett Hedlund",111 min,English,"United States, United Kingdom, Australia",8 nominations,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,36,5.7,"66,426","$35,088,320 "
69,70,3/11/2011,Mars Needs Moms,150000000,21392758,39549758,Walt Disney,PG,Adventure,Simon Wells,"Simon Wells, Wendy Wells, Berkeley Breathed","Seth Green, Joan Cusack, Dan Fogler",88 min,English,"United States, United Kingdom",2 nominations,https://m.media-amazon.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_SX300.jpg,49,5.4,"23,519","$21,392,758 "
70,71,11/3/2006,Flushed Away,149000000,64665672,179357126,Paramount Pictures,PG,Adventure,"David Bowers, Sam Fell","Dick Clement, Ian La Frenais, Christopher Lloyd","Hugh Jackman, Kate Winslet, Ian McKellen",85 min,English,"United Kingdom, United States",Nominated for 1 BAFTA Award7 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,74,6.6,"135,044","$64,665,672 "
71,72,6/8/2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,Paramount Pictures,PG,Adventure,"Eric Darnell, Tom McGrath, Conrad Vernon","Eric Darnell, Noah Baumbach, Mark Burton","Ben Stiller, Jada Pinkett Smith, Chris Rock",93 min,"English, Spanish","United States, India",3 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BZjEzYTZjMmYtZGRjMy00ZGNjLThkMzAtY2Y4Y2E5YWYxNWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,60,6.8,"192,398","$216,391,482 "
72,73,6/13/2014,How to Train Your Dragon 2,145000000,177002924,614586270,20th Century Fox,PG,Adventure,Dean DeBlois,"Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler",102 min,English,"United States, India",Nominated for 1 Oscar. 15 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,77,7.8,"354,925","$177,002,924 "
73,74,6/16/1999,Tarzan,145000000,171091819,448191819,Walt Disney,G,Adventure,"Chris Buck, Kevin Lima","Tab Murphy, Bob Tzudiker, Noni White","Tony Goldwyn, Minnie Driver, Brian Blessed",88 min,English,"United States, Japan",Won 1 Oscar. 11 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,79,7.3,"240,073","$171,091,819 "
74,75,3/7/2014,Mr. Peabody & Sherman,145000000,111506430,269806430,20th Century Fox,PG,Adventure,Rob Minkoff,"Jay Ward, Craig Wright, Robert Ben Garant","Ty Burrell, Max Charles, Stephen Colbert",92 min,English,"United States, India",Nominated for 1 BAFTA Award2 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2NzUzOTMwM15BMl5BanBnXkFtZTcwNzcxNzI5OQ@@._V1_SX300.jpg,59,6.8,"75,717","$111,506,430 "
75,76,11/21/2012,Rise of the Guardians,145000000,103412758,306900902,Paramount Pictures,PG,Adventure,Peter Ramsey,"David Lindsay-Abaire, William Joyce","Hugh Jackman, Alec Baldwin, Isla Fisher",97 min,"English, French","United States, India",14 wins & 32 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,58,7.2,"187,368","$103,412,758 "
76,77,11/22/2002,Die Another Day,142000000,160942139,431942139,MGM,PG-13,Action,Lee Tamahori,"Ian Fleming, Neal Purvis, Robert Wade","Pierce Brosnan, Halle Berry, Rosamund Pike",133 min,"English, Korean, Cantonese, Spanish, German, Icelandic, Italian, Arabic","United Kingdom, United States",6 wins & 36 nominations,https://m.media-amazon.com/images/M/MV5BMDlmY2Y2ZWQtNTZjMy00NGRkLTlkMjctMjA1MzdjMmI1NTQ1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,56,6.1,"225,647","$160,942,139 "
77,78,5/8/2009,Star Trek,140000000,257730019,385680446,Paramount Pictures,PG-13,Adventure,J.J. Abrams,"Roberto Orci, Alex Kurtzman, Gene Roddenberry","Chris Pine, Zachary Quinto, Simon Pegg",127 min,English,"United States, Germany",Won 1 Oscar. 27 wins & 95 nominations total,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,82,7.9,"615,062","$257,730,019 "
78,79,7/1/1998,Armageddon,140000000,201578182,554600000,Walt Disney,PG-13,Adventure,Michael Bay,"Jonathan Hensleigh, J.J. Abrams, Tony Gilroy","Bruce Willis, Billy Bob Thornton, Ben Affleck",151 min,"English, Russian, Indonesian",United States,Nominated for 4 Oscars. 15 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,42,6.7,"442,057","$201,578,182 "
79,80,7/3/2002,Men in Black II,140000000,190418803,441767803,Sony Pictures,PG-13,Action,Barry Sonnenfeld,"Lowell Cunningham, Robert Gordon, Barry Fanaro","Tommy Lee Jones, Will Smith, Rip Torn",88 min,English,United States,4 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SX300.jpg,49,6.2,"393,474","$193,735,288 "
80,81,7/22/2011,Captain America: The First Avenger,140000000,176654505,370569776,Paramount Pictures,PG-13,Action,Joe Johnston,"Christopher Markus, Stephen McFeely, Joe Simon","Chris Evans, Hugo Weaving, Samuel L. Jackson",124 min,"English, Norwegian, French",United States,4 wins & 45 nominations,https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg,66,6.9,"877,740","$176,654,505 "
81,82,1/29/2016,Kung Fu Panda 3,140000000,143528619,518418751,20th Century Fox,PG,Adventure,"Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Bryan Cranston, Dustin Hoffman",95 min,English,"China, United States",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,66,7.1,"175,888","$143,528,619 "
82,83,7/10/1998,Lethal Weapon 4,140000000,130444603,285400000,Warner Bros.,R,Action,Richard Donner,"Shane Black, Jonathan Lemkin, Alfred Gough","Mel Gibson, Danny Glover, Joe Pesci",127 min,"English, Cantonese, Mandarin",United States,4 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYmU2YTYwYmUtMTYzOC00YzJmLTk1NDktMzU4YzA3Njc1ZmY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,37,6.6,"169,304","$130,444,603 "
83,84,3/27/2013,G.I. Joe: Retaliation,140000000,122523060,375740705,Paramount Pictures,PG-13,Action,Jon M. Chu,"Rhett Reese, Paul Wernick","Dwayne Johnson, Channing Tatum, Adrianne Palicki",110 min,English,United States,1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,41,5.7,"185,686","$122,523,060 "
84,85,12/5/2003,The Last Samurai,140000000,111110575,456810575,Warner Bros.,R,Action,Edward Zwick,"John Logan, Edward Zwick, Marshall Herskovitz","Tom Cruise, Ken Watanabe, Billy Connolly",154 min,"English, Japanese","United States, New Zealand, Japan",Nominated for 4 Oscars. 20 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg,55,7.8,"459,942","$111,127,263 "
85,86,12/21/2005,Fun With Dick And Jane,140000000,110550000,203018919,Sony Pictures,PG-13,Comedy,Dean Parisot,"Judd Apatow, Nicholas Stoller, Gerald Gaiser","Jim Carrey, Téa Leoni, Alec Baldwin",90 min,"English, Spanish",United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BYTJiMWFiNzgtMDQxZi00NTFiLWE2YjMtNTA5NzY5YzQxZjNjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,47,6.2,"151,223","$110,332,737 "
86,87,12/12/2014,Exodus: Gods and Kings,140000000,65014513,268314513,20th Century Fox,PG-13,Drama,Ridley Scott,"Adam Cooper, Bill Collage, Jeffrey Caine","Christian Bale, Joel Edgerton, Ben Kingsley",150 min,English,"United Kingdom, Spain, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,52,6,"174,606","$65,014,513 "
87,88,7/1/2016,The BFG,140000000,55483770,199676255,Walt Disney,PG,Adventure,Steven Spielberg,"Melissa Mathison, Roald Dahl","Mark Rylance, Ruby Barnhill, Penelope Wilton",117 min,"English, Hindi","United Kingdom, India, United States",Nominated for 1 BAFTA Award4 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,66,6.3,"91,001","$55,483,770 "
88,89,2/26/2016,Gods of Egypt,140000000,31153464,138587563,Lionsgate,PG-13,Adventure,Alex Proyas,"Matt Sazama, Burk Sharpless","Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler",127 min,English,"United States, Australia, China, Hong Kong",2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg,25,5.4,"122,878","$31,153,464 "
89,90,5/3/2002,Spider-Man,139000000,403706375,821706375,Sony Pictures,PG-13,Adventure,Sam Raimi,"Stan Lee, Steve Ditko, David Koepp","Tobey Maguire, Kirsten Dunst, Willem Dafoe",121 min,English,United States,Nominated for 2 Oscars. 17 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,73,7.4,"855,242","$407,022,860 "
90,91,3/6/2009,Watchmen,138000000,107509799,186976250,Warner Bros.,R,Action,Zack Snyder,"Dave Gibbons, David Hayter, Alex Tse","Jackie Earle Haley, Patrick Wilson, Carla Gugino",162 min,English,United States,12 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,56,7.6,"570,357","$107,509,799 "
91,92,7/29/2005,Stealth,138000000,32116746,76416746,Sony Pictures,PG-13,Action,Rob Cohen,W.D. Richter,"Josh Lucas, Jessica Biel, Jamie Foxx",121 min,"English, Korean, Russian, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNWE3ZDRlZGItMDY1ZC00YWQ1LWJlZDgtMjFhZGRkYjMwZjBkXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_SX300.jpg,35,5.1,"55,590","$32,116,746 "
92,93,6/13/2008,The Incredible Hulk,137500000,134806913,265573859,Universal,PG-13,Adventure,Louis Leterrier,"Zak Penn, Stan Lee, Jack Kirby","Edward Norton, Liv Tyler, Tim Roth",112 min,"English, Portuguese, Spanish",United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,61,6.6,"513,308","$134,806,913 "
93,94,6/20/2003,Hulk,137000000,132177234,245075434,Universal,PG-13,Action,Ang Lee,"Stan Lee, Jack Kirby, James Schamus","Eric Bana, Jennifer Connelly, Sam Elliott",138 min,"English, Spanish",United States,3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMzQwZDg1MGEtN2E5My00ZDJlLWI4MzItM2U2MjJhYzlkNmEzXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,54,5.6,"275,023","$132,177,234 "
94,95,7/11/2001,Final Fantasy: The Spirits Within,137000000,32131830,85131830,Sony Pictures,PG-13,Adventure,"Hironobu Sakaguchi, Motonori Sakakibara","Hironobu Sakaguchi, Al Reinert, Jeff Vintar","Alec Baldwin, Steve Buscemi, Ming-Na Wen",106 min,English,"United States, Japan",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNjc0NGU1YjItZGIxZS00MjMxLTlmZmYtNWUyMWRmY2Y2NDA0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,49,6.4,"83,418","$32,131,830 "
95,96,3/22/2013,The Croods,135000000,187168425,573068425,20th Century Fox,PG,Adventure,"Kirk DeMicco, Chris Sanders","Kirk DeMicco, Chris Sanders, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone",98 min,English,United States,Nominated for 1 Oscar. 5 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,55,7.2,"226,926","$187,168,425 "
96,97,12/25/2015,The Revenant,135000000,183637894,532950503,20th Century Fox,R,Adventure,Alejandro G. Iñárritu,"Mark L. Smith, Alejandro G. Iñárritu, Michael Punke","Leonardo DiCaprio, Tom Hardy, Will Poulter",156 min,"English, Pawnee, French","Hong Kong, Taiwan, United States",Won 3 Oscars. 90 wins & 188 nominations total,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,76,8,"845,222","$183,637,894 "
97,98,11/19/1999,The World is Not Enough,135000000,126930660,361730660,MGM,PG-13,Action,Michael Apted,"Neal Purvis, Robert Wade, Bruce Feirstein","Pierce Brosnan, Sophie Marceau, Robert Carlyle",128 min,"English, Russian, Spanish","United Kingdom, United States",7 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTZiZGY5MjEtNjU3Yi00OGJmLTlkMDAtOGQ5MTY4NDAxMDE0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,57,6.4,"206,764","$126,943,684 "
98,99,3/4/2011,Rango,135000000,123477607,245724600,Paramount Pictures,PG,Adventure,Gore Verbinski,"John Logan, Gore Verbinski, James Ward Byrkit","Johnny Depp, Isla Fisher, Timothy Olyphant",107 min,English,"United States, United Kingdom",Won 1 Oscar. 46 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_SX300.jpg,75,7.2,"285,085","$123,477,607 "
99,100,7/17/2013,Turbo,135000000,83028130,286896578,20th Century Fox,PG,Adventure,David Soren,"David Soren, Darren Lemke, Robert Siegel","Ryan Reynolds, Paul Giamatti, Maya Rudolph",96 min,English,"United States, India",Nominated for 1 BAFTA Award1 win & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZjAzOTM1OGItMTRlYi00MjZmLWFiZGMtOTJjOWU0Yjk3NGQyXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,58,6.4,"106,858","$83,028,128 "
100,101,11/18/2011,Happy Feet Two,135000000,64006466,157956466,Warner Bros.,PG,Adventure,"George Miller, Gary Eck, David Peers","George Miller, Gary Eck, Warren Coleman","Elijah Wood, Robin Williams, Pink",100 min,English,"Australia, United States",3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTg1MzU2Nzg2OV5BMl5BanBnXkFtZTcwNzE3MzAxNg@@._V1_SX300.jpg,50,5.8,"46,811","$64,006,466 "
101,102,7/28/2006,Miami Vice,135000000,63478838,163818556,Universal,R,Action,Michael Mann,"Michael Mann, Anthony Yerkovich","Colin Farrell, Jamie Foxx, Gong Li",132 min,"English, Spanish","Germany, United States, Uruguay, Paraguay",1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTM4MDQ5MTkxMV5BMl5BanBnXkFtZTcwMTU4MzUzMQ@@._V1_SX300.jpg,66,6,"121,594","$63,450,470 "
102,103,6/29/2005,War of the Worlds,132000000,234280354,606836535,Paramount Pictures,PG-13,Action,Steven Spielberg,"Josh Friedman, David Koepp, H.G. Wells","Tom Cruise, Dakota Fanning, Tim Robbins",116 min,"English, Dutch, Russian, Czech, German",United States,Nominated for 3 Oscars. 16 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SX300.jpg,73,6.5,"465,887","$234,280,354 "
103,104,11/26/2014,Penguins of Madagascar,132000000,83350911,367650911,20th Century Fox,PG,Adventure,"Eric Darnell, Simon J. Smith","Michael Colton, John Aboud, Brandon Sawyer","Tom McGrath, Chris Miller, Christopher Knights",92 min,"English, Italian, Mandarin, Spanish, Armenian","United States, India",8 nominations,https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_SX300.jpg,53,6.6,"98,787","$83,850,911 "
104,105,11/22/2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,Lionsgate,PG-13,Adventure,Francis Lawrence,"Simon Beaufoy, Michael Arndt, Suzanne Collins","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",146 min,English,United States,22 wins & 68 nominations,https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,76,7.5,"694,005","$424,668,047 "
